index,text
573,There was NO covid19 until 2020. This isnt about inheriting a broken system. It is about the initial bungling and d… https://t.co/s72sAk5Jd6
574,"If there’s one good thing to come out of this COVID-19 it’s the amount of time I get to spend in the kitchen. 

Hea… https://t.co/PxFX8wKAVD"
575,Yeow. Mickey Ds. Whoda thunk it. https://t.co/bcA9mjfelA
576,"I love you Candace, you keep it real!!!❤️❤️❤️ https://t.co/AFgF8hv07w"
577,Millennials are killing yet another industry @shocks https://t.co/RzMTstTZjZ
578,👍🙏🇺🇸 https://t.co/yUbNjZRNKX
579,https://t.co/S4WIpUEw8Q
580,"This is going to get a whole lot worse before it gets better. We can all save a lot of misery, lives, and money by… https://t.co/B2ZUO4Gjsp"
581,Another person has COVID-19 in Girdwood. All the more reason to not leave the house 🙅🏽‍♀️
582,This is the time of year that I replace the @3m furnace filter with the ones that filter down to allergens as oppos… https://t.co/EoUqJwA5F9
583,😍😍😍😍😍😍 https://t.co/uIVkdsfyz2
584,Since soap kills covid19.. Have we tried eatting tide pods again ? 😂🤷🏽‍♀️
585,"Check this out!

https://t.co/JngMrg1GgW

#COVID19 #YangGang"
586,Purple Haze. Classic Jimi Hendrix #purplehaze #COVID19 #QuarantineLife #santa https://t.co/PrqnZ3XxDB
587,He wants to insure there won't be a vote by mail option. You can be sure if this happens mailing a letter will cost… https://t.co/XKuhH7JV1r
588,Get the Vote out and Vote Red and get rid of her! 👍🙏🇺🇸 https://t.co/0Mld6MWhQT
589,"“Make me an angel
That flies from Montgomery
Make me a poster
Of an old rodeo
Just give me one thing
That I can hol… https://t.co/8eWZiuCxIO"
590,"There's a silence after a violent collision when you realize things are horribly wrong, but the silence of Republic… https://t.co/XLzNkITrVk"
591,"US expels nearly 10,000 to Mexico under new border rules — This is a whole level of inhumanity #Covid19… https://t.co/PTF1qVQqMT"
592,"The opitome of #SocialDistancing. Instead of riding out the #coronavirus in towns or cities, some #Alaskans are opt… https://t.co/neqP5KBGCv"
593,But trumpers want to reopen the country. https://t.co/JTBW1a5j14
594,Hotels goung broke. Gotta pick it up somwhere. Wondering what Putin gets out of this. https://t.co/sZHS9mXUDh
595,@jdcurran235 I’ve long been an advocate for a tiny border wall. It will be 4-5 cells high and contain a Lysol moat… https://t.co/R68WLQtCFP
596,Seriously!! That would be epic! https://t.co/0sfha1Wjcb
597,#YangGang #COVID https://t.co/HW5PbREbHL
598,*chokes on a cracker gets COVID-19 and dies* https://t.co/fAZ66m415z
599,P Diddy speaks on the coronavirus pandemic and how its affecting the com... https://t.co/HesKJOEPr4 via @YouTube
600,"Dear Filipinx Americans:

Do you personally know someone who has tested positive for COVID-19?"
601,"Text the expression ""USPS"" to phone number ""50409"" to save the #PostalService from closing. The #USA can't afford t… https://t.co/NwEwzKZrjM"
602,😭....💔 https://t.co/AYP5ueftHA
603,What is so hideous about this is Trump's willingness to risk harm to others. How is this any different from a drug… https://t.co/DPBkhxH4MB
604,We can know. We can compare our rates of infection and death against other countries that got out in front of it. W… https://t.co/8WyQnX65Kb
605,#Leadership #Honor #Integrity #Biden2020 https://t.co/ICBWrodbFW
606,VOTE RED and save our country from these far left liberals and Democrats. It’s the best way to wind and stop them.… https://t.co/idb9L48rFA
607,@rydablocc capitaincellular #ChroniclezPodcast Episode 140 available on all DSPs. Tune in as they discuss… https://t.co/BOLsiIXWwH
608,"Sippin’ on wine and enjoying spaghetti dinner in a cabin in Alaska on this fine Friday night, catching up on my fav… https://t.co/mDtVggfVkQ"
609,This is the same guy that proclaimed risk from coronavirus was low. https://t.co/OIGD5jG1P7
610,@415holgate @MailOnline Discussing covid-19 of course.
611,Eleven new cases of COVID-19 detected in seven Alaska communities https://t.co/XKAs9z0cc1 via @anchoragepress
612,Those poor poor twins. https://t.co/LOHOmfAThL
613,The UAA Psychological Services Center (PSC) is offering free telehealth COVID-19 Coping Sessions for people struggl… https://t.co/cPpf6iZOis
614,trump and his worthless Son-in-law Jared know what this is - the hoarding of life-saving PPE to punish those who do… https://t.co/NE8vE6kNBi
615,@chrislhayes https://t.co/MwiC7KgOLm
616,@lisamurkowski @SenDanSullivan @repdonyoung Protect the November election from the coronavirus and @realDonaldTrump… https://t.co/sZ3dF16pb5
617,"Ladies and gentlemen. Your new Republican party, robbing the poor and giving to the rich, and profiting off of your… https://t.co/vldg587B32"
618,This is one of the biggest primary care practices in Alaska associated with Providence Hospital. They mailed out ad… https://t.co/OvUhrusGgz
619,The possibility of Murdoch working with Putin to enable trumps destruction of democracy is plausible. Thinking that… https://t.co/rdfFLgEPLe
620,It’s funny that the United States still thinks we are number 1 in the world.  China owns us now. We hiding in our h… https://t.co/uE0sGC3EwV
621,Get your Vote out! And stop this idiot! Use your common sense and Vote what is right! 👍🙏🇺🇸 https://t.co/rIMYMD5F1k
622,The guns are screaming insecurity https://t.co/nIPWlb0dD7
623,Hey PCA not following guidelines https://t.co/oqv4vjZdkb
624,"I just heard Veterinarian on tv say, the tiger had a cough, and loss of appetite. The Zoo attendants notice this ki… https://t.co/UHy0zwZC1N"
625,Cuomo acting more presidential than individual 1 https://t.co/bC8hzpBU3j
626,"At every stage, he got it wrong, when the experts had it right. Was it intentional? https://t.co/RfbY8tP1iw"
627,"As a Democrat I say “Let Trump be Trump!”   But as a person who wishes for the good health of others, I think he sh… https://t.co/aSjVvbAMqI"
628,"Now that we’ve been disrupted, it’s time to be a disrupter. Time to flip the switch. https://t.co/GNdKJm26YA"
629,How might new teacher induction look for a teacher who didn’t student teach due to coronavirus?  https://t.co/sXY67biBna
630,#AmericansLoveObama #TrumpOwnsEveryDeath #TrumpMadness #TrumpIsTheWORSTPresidentEVER https://t.co/mE2mf5Fk8I
631,Does Jim Acosta tell the truth about anything? https://t.co/TKNpm3PZfo
632,"If you need help understanding what kind of person Don Young is, please note he was in Tiger King. https://t.co/RqnZ3laQUB"
633,"What d’ya think Donald, worth a retweet? 
@realDonaldTrump https://t.co/6JYum5FfnQ"
634,@lisamurkowski @USTreasury But can we get all Alaskans tested? Can you get us tests for Covid-19 @lisamurkowski? Or… https://t.co/PPMv13dzlZ
635,"Alaskan COVID-19 testing charts:

• First is all testing by day of week test completed. 

• second is daily test co… https://t.co/7yd08Tnxrc"
636,Everyone’s daily occupations have been upended by #COVID19. OTs can help all ages and abilities try to find some se… https://t.co/oJeShoRelr
637,God Bless you and thank you https://t.co/8zDUxeFv3L
638,"#Alaska Governor closes schools for the remainder of this school year, keeps stay at home order in place until Apri… https://t.co/UNTRPGEcSO"
639,My country is moronic. https://t.co/Wz6P5pGy9U
640,@nwayne66 Be careful. Headache is a symptom of covid-19
641,Stupid Floridians! https://t.co/iS1prRpnPr
642,"1st day back at work. Im so pooped. Still not 100 percent on the energy. Greatful, its a desk job. I would be more… https://t.co/RAsJufPJdR"
643,NO https://t.co/KiU4lWTANm
644,Magats take note of what the people you vote for think of you. https://t.co/juLAIHpDTV
645,#TrumpLiedAmericansDied @realDonaldTrump  @Gop https://t.co/jSywh7S3e9
646,NFL Star Von Miller On His Coronavirus Diagnosis: 'I Was Shocked'  https://t.co/caqUkpsK8l
647,Class action lawsuit against FOX news now! https://t.co/eMy42xKogl
648,👍🙏🇺🇸 https://t.co/uZtnolvdbz
649,@FLOTUS Quinine and Zinc is being used to treat the Corona virus and it's working. So why isn't everybody being tre… https://t.co/hysnemsvko
650,"Sue the shit out of them, America https://t.co/OvILVMIDgT"
651,My pule lahi will be the death me! Woman make up your mind! Revamp this email and MOU 20x and I still have 4 more s… https://t.co/kxPxeYzmuw
652,https://t.co/mEZ2OboYST
653,The Origins and Scientific Failings of the COVID-19 &amp;#8216;Bioweapon&amp;#8217; Conspiracy Theory https://t.co/eTRbwgkmIN via @snopes
654,God Bless Rodney 👍🙏🇺🇸 https://t.co/77nKjzrG01
655,👍🙏🇺🇸 https://t.co/pivrDqLmTT
656,They think that we are stupid as they are! They need to think again if they can!  Their lies are getting so outrage… https://t.co/KGDjisihko
657,👍🙏🇺🇸 https://t.co/9nf1J0Scdu
658,That evil pencil neck is another reason to VOTE RED! 👍🙏🇺🇸 https://t.co/rGoaBdvhc4
659,👍🙏🇺🇸 https://t.co/crVsjEWCyu
660,If Greenland is good we’re good https://t.co/LpZYdWLCfH
661,He has reptilian dna. https://t.co/Pg9mDJgDOV
662,Stay home so COVID-19 can disappear like the security footage from Epstein’s cell‼️🚀
663,"People: *go out and protest in crowds without social distancing*

Coronavirus: https://t.co/lRFBSAQH2p"
664,They and the monsters that work for them bear a ton of responsibility for a whole lot of people who were sickened a… https://t.co/6jMtZTUWpM
665,"Hey you—looking for a little distraction from #COVID19 worries? 

Never fear — let me help transport you to the wav… https://t.co/R60IJhc4R4"
666,"I don't wish this disease on anyone, though it would serve some purpose if consequences were limted to the people d… https://t.co/OUWwrgjko5"
667,And THEN go to jail?!!! https://t.co/3fNdLB0xvP
668,Not good news for Alaska https://t.co/M96i5XlsT3
669,@Alyssa_Milano @robreiner https://t.co/wZmnkI5NhW
670,Tweet of the day https://t.co/yXbMB1j6fm
671,Oversized Q-Tips could have been forced to be made ( swabs) by DT at @KochIndustries and Johnson &amp; Johnson. More no… https://t.co/Up26yXX9MP
672,🤔 Hmmm... I’m leery of trusting the CIA until they’ve been cleaned of the Deep State germs 🦠. 🤨🇺🇸🇺🇸🇺🇸 https://t.co/w9LNsV6kAO
673,I think this idea needs consideration—emergency payroll grants from the federal gov’t to “flatten the curve” on une… https://t.co/22MgXjf8Wb
674,@bgamron @edwardmaher12 @rubashov_ @benshapiro What wrong about what I said wuhan flu?
675,"Senior Quote: ""Don’t set yourself on fire trying to keep others warm.""
Favorite LHS Memory: Girls West Valley baske… https://t.co/FcKB7tkZcJ"
676,I know this sounds dumb but maybe if we “cancel” the coronavirus maybe it would go away. Like please stop canceling… https://t.co/XnV0BF9p6k
677,No common sense.  Maybe he will go blind. https://t.co/1PXm3ypjF1
678,"@Linda1449 Sure I’ll get drunk first and fall off a bridge so I can communicate at their level. 
Then I’ll tell the… https://t.co/DRNVawU9eg"
679,Vote Red! Get out the Votes and save our country and families from these lying crooks and traitors! 👍🙏🇺🇸 https://t.co/2lXMB4QmmB
680,"6. Always inserting #Humor at just the Right moment ✔️

Keep checkin in on each other because feeling #Connected ma… https://t.co/KD29swBzku"
681,Important read https://t.co/yWzjBPN5HS
682,No kidding - Alaska same-same https://t.co/ngRvRgbqLT
683,"One sign said, “Live free or die”. Yes. Those are the options here. However, you seem to be stuck on the part where… https://t.co/rTCbgVpPVs"
684,👂🏻👇🏻 https://t.co/pv05zVGbXv
685,How many more innocent Americans must get sick and die before you summon the courage to protect and defend this nat… https://t.co/Ohn5Jr81zh
686,@j_lifeexplorer @Wardamn5 @3days3nights LOL I went to Maduros twitter he’s talking about medical advancements again… https://t.co/pMoxTChtdn
687,"We have no real plan to reopen the country.

Experts say we need MASSIVE testing (something like every American get… https://t.co/5sXRPeq0V1"
688,Makes sense - I can get behind it. #nosnotrockets #COVID19 #coronavirus #IPsrock #infectionpreventionposse… https://t.co/Ulilf9ueiw
689,"@ifindkarma @giancola_mari @ddale8 That’s one way to cut down on the anti-science bunch, although from what I read,… https://t.co/oBtBHkOd50"
690,https://t.co/KuEDcEXofa
691,"Life update: @ceceliadekorne and I moved to Anchorage, Alaska last month! We got here just before the COVID-19 situ… https://t.co/E2r61piaBp"
692,The same store that sells #cigarettes is concerned about #publichealth? Don't #whiteknight about #coronavirus and s… https://t.co/Ql2TkeXcdh
693,There is no way this could be retweeted enough. It’s a reminder there are still religious leaders who think homosex… https://t.co/MJL6d49VjU
694,Bird phenomenon during mandatory lock-down due to COVID-19 https://t.co/7YcbI7Yak3
695,Started having mild symptoms over the weekend so went and got tested just now. It wasn't as bad as I thought it wou… https://t.co/Tm3CGlsHpq
696,"The last 6️⃣ artist I listened to:
1. Janet Jackson 
2. Beyoncé
3. Miguel 
4. Jidenna
5. Kanye West 
6. Rihanna https://t.co/nUBDF0vzwI"
697,"The experts are clear: every American will need to get tested multiple times over the next 18+ months, until we get… https://t.co/boTyaUnhSY"
698,"As we already knew, a certain somebody has never even looked at the Constitution if he thinks that. https://t.co/OhZM7OTK7e"
699,Wow! https://t.co/Mm8dsHvaaj
700,Dont stop. Good work #Alaska. https://t.co/vH93RELLfl
701,What We Know About The Silent Spreaders Of COVID-19 https://t.co/tan7kpPB4D
702,"Quinhagak asks State of Alaska to close summer sport #fishing just this once, to limit COVID-19 spread https://t.co/gOnrhgxJIb"
703,Another worthy read. https://t.co/dQJzEmEyNb
704,"A good idea for Alaska @GovDunleavy for folks needing witness signatures on a Will, Power of Attorney, Advanced Dir… https://t.co/AAE5TWnwdT"
705,???? 😂😷✌🏼❤️ #stayhome #stayhomestaysafe #stayconnected #covid19 #theapocalypse #selfquarantine #maskup God Bless ev… https://t.co/MbI26fh5je
706,I rarely text anymore bc of Covid. I’m sending voice messages lmaoooo
707,"@cheesetrader1 @jr_bohl @PolitiBunny @WHO I don't know about you, but I do blame The Who for that horrid song, Emin… https://t.co/iyQ1KNB8MS"
708,#Alaska https://t.co/5piatN8XZh
709,"I've set my ""Corona END"" event on my calendar for September 13th 2021. An optimistic estimate (seriously, not kidding)."
710,"She's a doctor on the front lines of the coronavirus. At home, she has no running water. https://t.co/TJSDkXJkzD via @nbcnews"
711,"Good news thanks to the Anchorage Mayor and the Democrats. #akleg 

Alaska ranked 3rd most aggressive state in figh… https://t.co/1MVkNdWAmO"
712,Illinois governor: Trump encouraging coronavirus protests is 'fomenting some violence' https://t.co/0OoPmNLrXI
713,"Well FFS, it's no problem for Rupert, Putin, and his by donny. https://t.co/DhXrKnlGOf"
714,Google Searches Can Help Us Find Emerging Covid-19 Outbreaks https://t.co/71iUdi79f1
715,👍🙏🇺🇸 https://t.co/EqUZEgif88
716,Oh #PluckHim https://t.co/Vm0KM0oBrE
717,Nancy Pelosi is stealing everything even our savings! She needs to be stopped! Remember her when you Vote! Vote Red… https://t.co/R1sgJNrk2m
718,"@Alaska_DHSS Dr. Anne Zink has had a steady, informative and heartfelt presence from day one. #COVID19 #AKStrong… https://t.co/BboeUeLJsY"
719,@shopkins776 @1MeLrO Cool. I’m in the high risk group and full fledged covid-19 and isolation scares me. Staying home gets old though.
720,"Does anyone else realize that pigeons, squirrels and rats are probably starving by the billions right now? #COVID19 #Quarantine"
721,👍🙏🇺🇸 https://t.co/nCLWiCXNeM
722,Best believe I’m getting yatted when this covid Shii done
723,"Thank you so much, we are happy you love our beautiful state of Alaska. https://t.co/CvSPBQXyl1"
724,Happy Easter #COVID19 #2019nCoV  #CoronaVirusChallenge #IPsTakeOverTwitter #IPsrock #InfectionPreventionPosse https://t.co/WUpZA13KnF
725,This is why we need to Vote Red to stop this madness! 👍🙏🇺🇸 https://t.co/dxGIAAwCQ8
726,He Was a Doctor Who Never Got Sick. Then the Coronavirus Nearly Killed Him. https://t.co/wUyBxF7wDS
727,👍🙏🇺🇸 https://t.co/aTumq5IDSQ
728,AAWU North desk COVID operations @ Anchorage National Weather Service https://t.co/m222Dim27E
729,Geezus Gavin look who's the opportunist 🤦🏻‍♂️ https://t.co/qwfPYzTwIk
730,"Not Catholic, but truth is truth.... https://t.co/A0zQjUXdaD"
731,1/2 a killer whale! https://t.co/aSXsOqiYEs
732,https://t.co/o9vymhBqPY https://t.co/LeQxlwXSX4
733,Liz is the best! #mansplainoftheday !!! https://t.co/WUQYEqmtul
734,"""Politicization by both parties""? https://t.co/1Njbw2Lnzg"
735,"@RealJamesWoods James, did you see a tweet today focusing on Dr. Fauci ‘waving’ at Jim Acosta after yesterday’s COV… https://t.co/pcTzUamfyq"
736,No surprise there https://t.co/OTwLRz6eCI
737,Funny how 8 out of 9 of them are men. https://t.co/3sB1MuUkqN
738,@aubrey_huff This is what you call a give me #coronavirus party. We guess some people are so privileged they have n… https://t.co/3X8EZYsSaC
739,I am a nurse caring for patients.  I don’t work in a Covid wats or in a state with multiple but I still have no F’s… https://t.co/Um9aiOpUQ0
740,"#45sadminiscriminallynegligent 
#25theAmendmentNow 
#NotDying4WallStreet 
#NationalEmergency https://t.co/lye1j7LLXG"
741,👍🙏🇺🇸 https://t.co/PUNv4ijW9k
742,How I feel about Corona virus https://t.co/5FqH2uaVZX
743,Wtf is this going to be puf news.? These people know how to waste your time. Don’t think it’s in the CIA propaganda… https://t.co/SVD7pRp1wH
744,#Fact #COVIDー19 https://t.co/uIIJS1lZwP
745,Indelible. https://t.co/OiiJ0Pu2qd
746,"Now do deaths, Bagdad Barbie. https://t.co/4QmrNK33eN https://t.co/1dY1ukiSqJ"
747,@crzyfkinworld @SARA2001NOOR That’s sensible. Otherwise you are just about guaranteed to pick up covid-19.
748,Alarming detail from a convo just now with the health provider for Western Alaska villages and Bethel. A few people… https://t.co/Cy8C171tLC
749,#TrumpMadness #TrumpLiesPeopleDie #TrumpCrash #TrumpIsAnIdiot https://t.co/o12BTrWJ1C
750,"Life is nasty, brutish, and short

- Hobbes, after catching the Coronavirus at tomorrow's freedom rallies."
751,Babies in Thailand are wearing tiny face masks to protect them from coronavirus https://t.co/ig2CIua67a via @mashable
752,I miss these guys so much! Been about 4 months since I left Norway and the whales. The summer whale watching season… https://t.co/Ge0BU2CGS1
753,"what made me mad wasn’t his theory it was the responses he had, as a business owner, to one of the comments. No one… https://t.co/ch23FeeSnZ"
754,A lot of us who are exposed to increased risk resulting from FOX would be willing to sign onto a class action lawsu… https://t.co/B4IikwUYvq
755,Anchorage restaurant's coronavirus conspiracy Facebook post spurs social media backlash https://t.co/NWZsY2u3bS
756,"How many ODs are acceptable? What about the suicides? It's time to get back to work, @realDonaldTrump. https://t.co/SmxiI5Nr6d"
757,UHHH👀 https://t.co/XYG26KkrpF
758,Whatever it takes to keep my family safe. ✌🏻 https://t.co/XCDegg9Bjr
759,Just more wasted oxygen anytime t. talks about covid-19. https://t.co/RQG8X6RoxI
760,Amazing #generosity! https://t.co/q05dEAbiD5
761,@TeamPelosi Order the #Tests from @WHO (World Health Organization) by the Governors. By-Pass DT. He said it's up to… https://t.co/IChKCNZyVH
762,Alaska needs a Doctor in the Senate because two #GOP attorneys isn’t doing it. https://t.co/HCWrj6XIzw… https://t.co/eYaCdENazS
763,The best news ever! https://t.co/N3yCs0MOqw
764,The people who think 5g is causing corona virus are 5head
765,👍🙏🇺🇸 https://t.co/r6CClf5jPg
766,"Americans Must stand Up to Trump.

This President is not Leading America through this Crisis.
He Tramples on Leader… https://t.co/WgRyeRYzmc"
767,It’s not as if this is new for @lisamurkowski @SenDanSullivan @repdonyoung. They’re single minded in their approach… https://t.co/i9HatgZup4
768,Ain't that America? Showin us how it's done. https://t.co/DjG3tgCz9m
769,https://t.co/XeIGgaj4Oz https://t.co/6GRSfohhQr
770,"@hangala98 Between covid and quakes, everyone's running a little extra on edge and it's going to engage that fight… https://t.co/4DIVemgpja"
771,Test results just came back negative! No Covid-19!
772,Interesting.... https://t.co/6fGn6BwCOh
773,Mi más grande miedo 😭🙏🏾 https://t.co/BZj6QoOAGt
774,Retweet this please! https://t.co/LSe9SF7t9I
775,This 👇 https://t.co/w5iQGClHwt
776,"I’ve seen news stories of Filipino Americans dying of COVID-19. I have FilAm friends/family infected by COVID-19, &amp;… https://t.co/RKnoLCM8pr"
777,GTFO! NOW YOU POS! https://t.co/Ta3mnVo494
778,👍🙏🇺🇸 https://t.co/vjtR0stSro
779,Online video meetings are becoming such a way of life it’s now how I spend my Saturday morning 😳😬🤷🏽‍♂️.… https://t.co/c7TZhJempK
780,@ayeejjj Haha! let’s catch a vibe when this corona shit is over! Please!!!
781,"This administration, in its overwhelming ignorance, has attempted to abolish science as a factor in making policy,… https://t.co/ywk3GjPdvS"
782,Add @lisamurkowski &amp; @SenDanSullivan to the list of loser Senators. https://t.co/TQm5t6ssWp
783,"The GOP and trump don't give a shit about you unless you're in the minority that owns most of the country. They, Ru… https://t.co/BkfdA7YkwN"
784,@realDonaldTrump This is complete and utter bullshit. Undoubtedly a Stephen Miller special. Coronavirus is homegrow… https://t.co/Fd5AVfQlqw
785,"Uh, he doesn't want widespread testing because he doesn't like the numbers. The Benghazi crowd that lost their shit… https://t.co/EmCVW1aYT7"
786,👍🙏🇺🇸 https://t.co/QL8i0isdN4
787,👅🐱 https://t.co/PabljDM2Bt
788,It's obvious Trump is using the #Covid_19 crisis to fire a General trying to save his crew from the virus and the I… https://t.co/aKKl9M44kG
789,Thank God for Eden - Hunger understands Humanity https://t.co/wjIt2GNgFB
790,"Senior Quote: ""Class of 2020 was released from our 4 year sentence early due to our good behavior, right?""
Favorite… https://t.co/rCCHGsLRnv"
791,"@SykesCharlie @cmaddenmft @JVLast You really need to fuck off, Chuck. Although I'm pretty certain the COVID-19/Dach… https://t.co/K9bl8gJ4hy"
792,#TrumpLiesAmericansDie #TrumpLiesAmericansDie #TrumpPlague #TrumpVirusCoverup #TrumpGreed #RemoveTrumpAndPenceNOW… https://t.co/aSlcBPJJec
793,"@realDonaldTrump @seanhannity Mr. Hannity
is there some way you can check on something???
Rumor: Bill Gates wants t… https://t.co/0I5mjGwq2U"
794,What was I just saying... https://t.co/FvDyabRoZJ
795,La-la-land “singin’ in the rain”. Gene Kelly... #COVIDー19 kills cigarette smokers and alcoholics even if you smoke… https://t.co/7aqkArG0Sh
796,They need to drop the cure for this coronavirus shit they got celebrities like @PontiacMadeDDG talkin to they cars https://t.co/sI9s4bCuXT
797,"@StevenBeschloss Thank you. The stress, not only Covid, but ppl are food insecure, rent insecure, and the lonliness… https://t.co/BArSdi2BLH"
798,"need tattoo and haircut rn, coronavirus can catch these hands"
799,Then this won’t last long here either https://t.co/ZljDNRWnYO
800,@MollyJongFast @AnIllicitWriter A case of covid-19 might change his mind.
801,Like Obama really cares? Remember the swine flu Obama? https://t.co/XmCr0WfDOt
802,🤚 https://t.co/tj5hu8LWwo
803,Re LRT: someone made a joke about weight gain because of COVID-19 quarantine and I blocked them. I am not shy about… https://t.co/MrMhOmFXZk
804,"Obviously influenzas and coronas are different viruses, and the cytokine storms caused by the influenza were worse… https://t.co/7MwebdGzlf"
805,"Covid-19 budget reality - both of us home all day, more lights &amp; computers on, &amp; heat on all day, &amp; a very cool Spr… https://t.co/u1tz58XSRy"
806,I’m a big fan! #ThinkLikeZink https://t.co/GyYUQPlkgD
807,"And then giving it back... from trump to Corey Gardener, but only like part of the order the Feds grabbed because ""… https://t.co/0Y9aj7AIBh"
808,Disinfectants do work. Just don’t use the household disinfectant or what the Democrats and liberals say! They don’t… https://t.co/PXloESWeN6
809,"@Ditto_Alaska @CathySandeen Hi Kevin, if you visit the @UAAParking webpage, you’ll see you may request to receive p… https://t.co/GwhDDjaFvZ"
810,"Stay home, peasants, while I get my hair done because I’m so much more important than you are. https://t.co/JgeyWtUpet"
811,Oh could it be that maybe this friggin Moron that has “Control Issues” is about to lose all his shit now 🤨😳😷… https://t.co/7XAjiNHGEN
812,Roy Horn of Vegas duo Siegfried &amp; Roy dead from coronavirus https://t.co/aLNxoxuoZA via @nbcnews
813,It is vitaly important to understand that even proponents of snake handling do not turn them loose to run through t… https://t.co/AKf6E4B2H6
814,@NYCSpeakerCoJo Your Mayor has caused unnecessary death by failing to take seriously the covid-19. He's also an ant… https://t.co/vP0c13Yyu2
815,Why anyone who gets up every day to go work for a wage or salary and votes republican is disconnected from reality.… https://t.co/eNMiNY3gRc
816,Inmate at Wasilla correctional center tests positive for COVID-19 https://t.co/lfETsdsezs
817,"@BradMossEsq They’re upset, and rightly so, that Mr. Gates is donating billions to building plants to manufacture C… https://t.co/9KXDSOpAq4"
818,Meanwhile they are arresting moms in the park with their kids. I feel like we are being punished for voting for Tru… https://t.co/b7W5UI9Bgy
819,You deserve to be full for hours #thosbeans #ducal #treatyoself #fullforhours #beansandwich #theBritisharebroken… https://t.co/1ewyE56C35
820,#LiarInChief https://t.co/D61sypl9YE
821,I disagree 💯 https://t.co/4LIj7VEUjc
822,go read this article about my crazy trip to New York City at the brink of the pandemic👀👇🏼 https://t.co/BN0x3mK34S
823,😡 https://t.co/jQ6vm6Mjrb
824,He has some serious problems. He so obsessed on getting Trump he lies and makes things up. TDS has totally consumed… https://t.co/bjSELl20tf
825,She is doing it for political reasons! Stupid is the understatement! Vote Red! And go to the polls to protect your… https://t.co/X4O2DyhiN6
826,#fitlife #gymlife #homefitness #gymmotivation #noexcuses #fitmom #strength #stayhealthy #corona #staysafe… https://t.co/z9sJqwR8PM
827,.@RepDonYoung we demand that you take the #PeoplesAgendaPledge &amp; vote no on the next COVID-19 package unless it kee… https://t.co/s4xuZ0Jk1e
828,The #COVID19 crisis makes it clear that we must urgently transition from our employer-based health care system to a… https://t.co/aDazhotoEg
829,"@GlacierNPS URGENT UPDATE:
Ruby Princess Cruise Itineraries from
04 Jul 20 
every 7 and 10 days until 
08 Sep, 21 i… https://t.co/BGsC8X5QAo"
830,"Favorite LHS Memory: Traveling around New York City with my choir family, All State Choir, and Solo &amp; Ensemble
Facu… https://t.co/Z6i4TTcdXZ"
831,https://t.co/6Ed3lgyTH0
832,👍🙏🇺🇸 https://t.co/JmwlsC51H2
833,STUPID. ABSURD. ENABLING. https://t.co/sp3Ban9uJS
834,Very important and not emphasized enough. https://t.co/N6fHy7CrwD
835,How does this help anything? It's total bullshit. It skews the COD stats for everything we're tracking in this coun… https://t.co/ocYP6PBhWw
836,"And she, like hundreds of thousands of Americans, should’ve been protected by a Presidential administration that ha… https://t.co/iH1ADysThs"
837,Why has the Alaska Covid Case Count gone missing on ADN’s website?@adndotcom
838,@mmpadellan @tribelaw I see a special COVID sequel in the future! 🙌👍
839,Uhh... https://t.co/KhsDcsWVlC https://t.co/XWgwWJ9SLP
840,"We're On Our Own, Folks.
#ShelterInPlace https://t.co/so9NOCYwkz"
841,"I don't get any satisfaction out of anyone dying needlessly. It's a tragedy, but it was avoidable. I can only hope… https://t.co/exdD65mMxU"
842,👍🙏🇺🇸 https://t.co/VyjD5cVFU9
843,Is this too morbid? https://t.co/wnlSxNvHLX
844,I have been wanting a margarita from gallos for so long coronavirus can fuck off
845,@amyklobuchar  I really enjoyed watching you on @StephenAtHome I'm a fellow Scrabble enthusiast! I'm disabled/immun… https://t.co/Ps2iHlpc9U
846,@EpsilonTheory @MrJonCryer There are many deaths related to circulatory problems that probably haven’t been attribu… https://t.co/qI4zbU74OF
847,👍🙏🇺🇸 https://t.co/kdi154w1op
848,As do we all https://t.co/Dq4OZTJee4
849,Oh no😢 https://t.co/6NWMdvTwjF
850,This is my friend Sage. Sage has coronavirus. Sage is doing alright but I'd still appreciate some good vibes sent h… https://t.co/v2Ii3xnqzw
851,For the bread freaks out there... https://t.co/iAbgbcgz8C
852,Vote Red to shut up these imbeciles! 👍🙏🇺🇸 https://t.co/cvXEXYWWck
853,"COVID isn’t going anywhere, kids. We cannot hide behind closed doors. 

Open America. https://t.co/IunPd4QsIX"
854,👍🙏🇺🇸 https://t.co/ztNehWB0dO
855,@TheRickWilson @colmant_ DT can't handle the #Truth (numbers of Covid-positives or death).
856,Important https://t.co/V2n4OvDGS1
857,"I’m not at all surprised but extremely disappointed #Covid_19 

https://t.co/uhZ3wAVMOK"
858,"@mcuban Don't say ""... what's done is done...,"" talking about DT's incapability of dealing with #coronavirus. Are y… https://t.co/pfahh5Orro"
859,Tired of winning now https://t.co/KJoMYvDajf
860,"WTF. Tell him, NO!!! When is someone going to finally tell him, NO!! https://t.co/Xix3C9kLdl"
861,Interesting 🤔 https://t.co/GHLuRlsK4q
862,@noheroesall0wed Something like 31% of people with Covid will test negative even if they have it
863,How did @BuzzFeedNews know that the only places people eat in Alaska are McDonalds and Dunkin’ especially in Egegik… https://t.co/fC3D8wSTu2
864,#alaska #coronavirus #notready @ Alaska https://t.co/QSi96aOkpY
